ordinal,name,primary,secondary,rarity,archetype,biomes,time_lock,weekday_lock,weather_boost,final_size,max_kb,ai_prompt
785,Doomarak,Storm,Wind,Uncommon,bipedal-humanoid,Beach|Mountain,any,Thursday,Rain,96x96,5,"Pokemon-style monster creature named ""Doomarak"". PRIMARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. SECONDARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: static-crackle eyes, lightning-bolt fur tufts, plus wind-streak ribbons accents from Wind-element, made of kelvin-blue skin. AURA / MOOD: arcing electric tendrils. STYLE REFERENCE: like Zapdos — feathered electric storm-bird. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
786,Gladaby,Wind,,Uncommon,reptile,Plains|Mountain,any,Friday,Foehn,96x96,5,"Pokemon-style monster creature named ""Gladaby"". PRIMARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: reptile. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: cloud-puff mane, crescent horns, made of downy plumage. AURA / MOOD: ribbon-trails of air. STYLE REFERENCE: like Pidgeot — majestic raptor with wind-sweep mane. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
787,Scorpola,Shadow,Dream,Uncommon,insect,Cave|Marsh|Sanctum,night-only,Wednesday,Fog,96x96,5,"Pokemon-style monster creature named ""Scorpola"". PRIMARY ELEMENT: Shadow — midnight-black, deep purple, blood-red eye glow. SECONDARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. CREATURE ARCHETYPE: insect. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: fanged maw, spectral cloak, plus trailing ribbons accents from Dream-element, made of ash-bone. AURA / MOOD: darkness pooling at feet. STYLE REFERENCE: like Gengar — phantasmal grin with floating limbs. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
788,Lobstow,Light,Venom,Uncommon,crab,Castle|Sanctum|Town,day-only,Tuesday,any,96x96,5,"Pokemon-style monster creature named ""Lobstow"". PRIMARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. SECONDARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: crab. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: halo crest, sun-ray fur, plus dripping fangs accents from Venom-element, made of marble plates. AURA / MOOD: soft glow radiating outward. STYLE REFERENCE: like Lugia — pale heroic guardian-form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
789,Leopash,Venom,,Uncommon,amorphous-elemental,Marsh|Cave|Sanctum,dawn-dusk-only,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Leopash"". PRIMARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: stinger tail, dripping fangs, made of scaled hood. AURA / MOOD: pungent green vapor. STYLE REFERENCE: like Seviper — snake-like with venom drip. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
790,Doompie,Cosmic,Time,Uncommon,bipedal-humanoid,Sanctum|Mountain,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Doompie"". PRIMARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. SECONDARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: asteroid horns, void-eyes, plus clockwork joints accents from Time-element, made of stellar dust fur. AURA / MOOD: tiny planet-models orbiting. STYLE REFERENCE: like Lunala — celestial wraith form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
791,Fiester,Aether,,Uncommon,beast,Sanctum|Town,any,any,any,96x96,5,"Pokemon-style monster creature named ""Fiester"". PRIMARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: third-eye on forehead, crown of hovering motes, made of ribbon body. AURA / MOOD: glowing aether particles drifting up. STYLE REFERENCE: Aetherbound's signature element — pure life-essence creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
792,Oysteo,Dream,Mind,Uncommon,mythic-form,Forest|Sanctum,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Oysteo"". PRIMARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. SECONDARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: butterfly wings, third eye closed in slumber, plus open skull crown accents from Mind-element, made of silk fur. AURA / MOOD: lazy drifting motes, soft glow. STYLE REFERENCE: like Cresselia — ethereal moth-spirit. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
793,Ninjaros,Mind,Dream,Uncommon,reptile,Castle|Sanctum,any,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Ninjaros"". PRIMARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. SECONDARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. CREATURE ARCHETYPE: reptile. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: fractal iris, open skull crown, plus third eye closed in slumber accents from Dream-element, made of psychic film. AURA / MOOD: wavy psychic distortion. STYLE REFERENCE: like Alakazam — bipedal psychic with spoons. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
794,Gladecta,Sound,,Uncommon,reptile,Forest|Town,any,Thursday,any,96x96,5,"Pokemon-style monster creature named ""Gladecta"". PRIMARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. CREATURE ARCHETYPE: reptile. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: vibrating fur, tuning-fork antennae, made of membrane-skin. AURA / MOOD: visible sonic ripples. STYLE REFERENCE: like Exploud — large-mouthed roaring quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
795,Buffaceon,Time,Light,Uncommon,spirit-form,Sanctum|Cave,any,any,any,96x96,5,"Pokemon-style monster creature named ""Buffaceon"". PRIMARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. SECONDARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: old-bone aging cracks, clockwork joints, plus feathered cloak accents from Light-element, made of weathered scales. AURA / MOOD: drifting sand particles, faint clock-tick echo. STYLE REFERENCE: like Dialga — temporal-dragon. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
796,Elecupine,Crystal,,Uncommon,amorphous-elemental,Cave|Mountain|WaterSurface,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Elecupine"". PRIMARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: faceted limbs, geode core, made of solid quartz body. AURA / MOOD: refracted light beams in air. STYLE REFERENCE: like Diancie — gem-encrusted royal. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
